album_name,artist_name,album_id,cover_url
Debesis iekrita tevī,Prāta Vētra,2cOmjYkHKVvXlyDUNbi5gF,https://i.scdn.co/image/ab67616d0000b2734f30518aec7f1132461bcf14
downstream memories,Zupa Fitz,3AA5PeY5bEZKxYY60HsSek,https://i.scdn.co/image/ab67616d0000b2737591876c1e39b15f04048704
I'm Good (Blue),David Guetta,6vZqpbjBhCgNv7l9OYqQPr,https://i.scdn.co/image/ab67616d0000b273f9542946a65c266c29f81420
The Hills,The Weeknd,6JoPCMcyZrZ70diS45qE1i,https://i.scdn.co/image/ab67616d0000b2738e6184189c5e099f5c546500
x,Ed Sheeran,1xn54DMo2qIqBuMqHtUsFd,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
Palace,Lé Mon,541Sadi5IxM6hF6dt6aGQF,https://i.scdn.co/image/ab67616d0000b273f1e69e6cce44dae6a72e4229
Thats What They All Say,Jack Harlow,5g2INX6dnMIJG0xKygXwF3,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63
Killshot,Magdalena Bay,4Ey0ngdLf4iXL84gdv0zjA,https://i.scdn.co/image/ab67616d0000b27368b647e4976494925778007f
Off the Wall,Michael Jackson,2ZytN2cY4Zjrr9ukb2rqTP,https://i.scdn.co/image/ab67616d0000b27344e53f6377a1e99e13779af9
Dancy Party,Lewis OfMan,3hifRrzUOFSl3BJo2JUqBE,https://i.scdn.co/image/ab67616d0000b2730dfde54ca58fa9c1c5fa2d93
Starfew Alley,JoJo Mojo,4RkCoTiyllnHXvaSNds85V,https://i.scdn.co/image/ab67616d0000b27359df980cd3fb855c63291bca
Through The Garden,eze east,7fl4nfQ0Sxav2ovfUWOLhC,https://i.scdn.co/image/ab67616d0000b273128d2c6e81f9244fd6665875
Tokyo Drift (Fast & Furious),Teriyaki Boyz,5SXTscj33KnBUpDyIsZTEf,https://i.scdn.co/image/ab67616d0000b273aac3b3863e8f7a43a9b65a19
Encanto,Jessica Darrow,5OJdz9RHt02n5iaJ6jTU3c,https://i.scdn.co/image/ab67616d0000b273f9e128c9459085f29bba666a
Somnisonic,Broken Peak,09sd9ZHGWdZn4fgFOTta4D,https://i.scdn.co/image/ab67616d0000b273685bf9d53d834e92d7f19bbb
No Tears In My Champagne,Nona,4ujCWLQDODyVswepp36uhF,https://i.scdn.co/image/ab67616d0000b27354bac27824151f0eacd8d25e
Diamonds,Mac Saturn,08ctjVRs8JtYqiE8o7vn7M,https://i.scdn.co/image/ab67616d0000b273d3882aee23f17124eef365a2
She Wolf (Expanded Edition),Shakira,3MhG5IXiezatEXyNsXPLPm,https://i.scdn.co/image/ab67616d0000b273fca4cb3216d3db3e533b07b3
Aizlaid Šaubas Negaisam Līdz,Jauns Mēness,3f3t6i61bZOmbwYCkcEOWM,https://i.scdn.co/image/ab67616d0000b27385e7035b5c835aecd5ba6274
Anagram,Imala Zir,3EMafNmPdqTVmiESnJAwOp,https://i.scdn.co/image/ab67616d0000b273d0640b2927067b37b9c306ea
Cold Treats,Bare Jams,0Dj2O5OyF1qdpYEWW6PQth,https://i.scdn.co/image/ab67616d0000b273df2f3ff561dbd46d034cf3dd
Twenty Twenty,Djo,3kxxxUQ9HFVUSg2pDLYoZ0,https://i.scdn.co/image/ab67616d0000b2735b97ef03e581f7ab1cea9c48
Nowhere,Nomad Spector,5o0llJnOIAB6zitBrxrcA6,https://i.scdn.co/image/ab67616d0000b273dfb6a019f0b9fa16428d9231
Come Around Sundown (Expanded Edition),Kings of Leon,5xFZ4iElFbUFtOGX4lvdTM,https://i.scdn.co/image/ab67616d0000b273496ed45f8f3dddaf410fd86e
Empty Fields,Deauxnuts,1ENtGvYCT8O6syanJ3nwvM,https://i.scdn.co/image/ab67616d0000b2734ebacfb56c973b80f5d30cea
radio silence,Echo Iluné,1UuhS70MAUapi2wWSL210A,https://i.scdn.co/image/ab67616d0000b27313a2cb68e16f9e8157247d95
Let's Get It Started,Black Eyed Peas,4SGBak30eFDjRN04iamger,https://i.scdn.co/image/ab67616d0000b273a9c17d262fadb0748711ca79
Back Home,Iassu,6CFa4FaN2BoRner6ynTspi,https://i.scdn.co/image/ab67616d0000b27330ed4170ce43c64ecc89ac6e
The New Abnormal,The Strokes,2xkZV2Hl1Omi8rk2D7t5lN,https://i.scdn.co/image/ab67616d0000b273e3f1ba3de4659708c25d0f39
Down Hearted Blues,Eilen Jewell,4cKqTrFpWCUAuYXXQdcoKQ,https://i.scdn.co/image/ab67616d0000b27348415becb867e7d81e12a155
Konvicted,Akon,6kzoWb4UzvKYgbDfAwgaFq,https://i.scdn.co/image/ab67616d0000b273d9bcf5565005950b353bc9cf
KISS Box Set,KISS,,
"Twisted Mansion (From ""Mario Kart 8"")",ArnyUnderCover,3KREWMLT5TothmE0Sm0HRo,https://i.scdn.co/image/ab67616d0000b273cb083e1ab9a64d0cea19abd7
Mutations,Dimension 32,5moe3tJRxGb0GR1d8XWDT2,https://i.scdn.co/image/ab67616d0000b273ce1abb34417806ac7ee6067d
To Pimp A Butterfly,Kendrick Lamar,7ycBtnsMtyVbbwTfJwRjSP,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1
South,Hippo Campus,2kO1peJk3ltqq2j44qRqrE,https://i.scdn.co/image/ab67616d0000b2735de3cefa5348b76c5c5f8829
The Kickback,Cali Swag District,7jEhJ72S8vHQOmQTgIATww,https://i.scdn.co/image/ab67616d0000b27307106a8eea0f16ba81392b2d
Chihiro,Gravagerz,1phyfgza92SbJU0x0QpEmk,https://i.scdn.co/image/ab67616d0000b27377ba4af6bc7d5a36c60bdf16
Seinni Tíma Vandamál (Áramótaskaupið 2017),Daði Freyr,26rUvoyR9vnnTb3PyJga1x,https://i.scdn.co/image/ab67616d0000b2732425c84001d5aaf3324634ad
Loose,Jack Harlow,50UV94JhFbWhF37n74Jhk3,https://i.scdn.co/image/ab67616d0000b2733ca9954e7b2b7ef7fa8bbd78
You Rule. Jingles,Burger King,4llSjBj2S3rcXbKH2GD63F,https://i.scdn.co/image/ab67616d0000b273579b0bc7a8ec0b0e9a0a807a
Moment,Robin M,5xNPvF4MuaDOm9WYdQM1E9,https://i.scdn.co/image/ab67616d0000b273e0b52bd5eb07d4a41eb1db10
Not Like Us,Kendrick Lamar,5JjnoGJyOxfSZUZtk2rRwZ,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
Brooklyn Sessions V,Brooklyn Duo,5E8G5V6OOrbCLeoWCARVA3,https://i.scdn.co/image/ab67616d0000b273e9b812ecaad8c221a08cc76a
Junifer,The Aiko,7p1Aod0Uxw4Mc1lJQ47ixQ,https://i.scdn.co/image/ab67616d0000b2734dd25bfcde97c52cfc58ebe6
Radio Whitemary,Whitemary,11ENaxvYtPvmoMZ2BtGLSK,https://i.scdn.co/image/ab67616d0000b2731d13130a6d9fe4884e199d4e
midnight melody,Plectric,3PpJbBS0404mPEK8Lg6dDA,https://i.scdn.co/image/ab67616d0000b2730337cc1149a0aa758e624029
Purple Hat,Sofi Tukker,25mGhdGeV6FHAfqLCANz2J,https://i.scdn.co/image/ab67616d0000b27394a1115e65df222af7fe72ad
rem junction,Papi Pier,4shkxp3tX0u92EFMnjDGpp,https://i.scdn.co/image/ab67616d0000b2736ece24fa6a491f5db314818f
Lose You,Rawdolff,1dYcS0UvRqtyi2ZQ0qxsL1,https://i.scdn.co/image/ab67616d0000b2731da750e15f9436e6c9cbcca2
Sometimes Awake,Charles Pasi,6IH8hFGQ2t5YKTcgNJTy4h,https://i.scdn.co/image/ab67616d0000b273f77ba9e6942357083a368b74
Dumpling Sauce,Sid Southside,0Yg3DGtcsICRQcyvqzbt5k,https://i.scdn.co/image/ab67616d0000b27348b09f1bcbe1f1bd25b0a235
Miss You,Louis Tomlinson,22anLYKhfIkwUOz8RZtZKq,https://i.scdn.co/image/ab67616d0000b273f9b268a6a54ea4ab6a0d95f5
All Or Nothing,Jay Sean,2H66HrVR1UeMlAoSXpxUnk,https://i.scdn.co/image/ab67616d0000b273e207a14471e5356294146e9d
?,XXXTENTACION,2Ti79nwTsont5ZHfdxIzAm,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
25,Adele,3AvPX1B1HiFROvYjLb5Qwi,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2
Romance,Luis Miguel,4MjzdTkEmTwPAlVwDSSivP,https://i.scdn.co/image/ab67616d0000b273bda5c1e56bf06c3c7fc173f7
(nendest) narkootikumidest ei tea me (küll) midagi,5MIINUST,1Mc8irTlnfXUsSrpd2hpOj,https://i.scdn.co/image/ab67616d0000b273ddef53d78dd42510cdcb6f42
1234,Forrest.,0N8aFQLSzan3WfsyEnRjQ8,https://i.scdn.co/image/ab67616d0000b273ceb79756bd85c72f1eb61193
On my mind,Jolly Jordan,5IKftGnn54xtTSbGuw9C5Q,https://i.scdn.co/image/ab67616d0000b27381df27fd1cf4fd24473fdf96
Musica,Fly Project,1OLeGdER29NTVkglYmplI5,https://i.scdn.co/image/ab67616d0000b2736f42bf4e464d81902ed24c4c
Latviešu Teātra Zelta Dziesmas,Ivo Fomins,,
Chasing Rainbows,Clear Blue Skies,3Qyilgf7sVReq7GGY1ezgc,https://i.scdn.co/image/ab67616d0000b2739eec50e8db4be3e1cbf574f7
Tu,Umberto Tozzi,0RCpPk09zv72rYvQbRVB6C,https://i.scdn.co/image/ab67616d0000b27350b51166efe0e03335b521b4
Lil Blue Dot,sloh rou,3ARXFNRcj8NbfKwOFXOOKl,https://i.scdn.co/image/ab67616d0000b27341c277346eefa8da77713a6f
dream keeper,Chekkerz,4f15Bwm2AMymAQrn1Li3Kj,https://i.scdn.co/image/ab67616d0000b273b40a0df049fea4e79f619ba7
JACKBOYS,JACKBOYS,32lGAqeVkdJxEj2iv2Q01B,https://i.scdn.co/image/ab67616d0000b273a32964acd7f1f9d64ea59ff7
This Is The Life,Amy Macdonald,5DaToG3KvHnUgTPqY4cEbq,https://i.scdn.co/image/ab67616d0000b273aa2d1f1ecc9aa8f82fd56f7c
Midnight Sun,Zara Larsson,0nte5x6fXd37Nt7jALSmx0,https://i.scdn.co/image/ab67616d0000b27322a6a07b5c6db6bdd70212e2
Leģendas,Žoržs Siksna,6m49wkg7Yuelz8PWZYM0MD,https://i.scdn.co/image/ab67616d0000b273d4d1d3e93c3786fcc1feaa24
When It's All Said And Done... Take Time,GIVĒON,1otOJAtgvO5VCBL4Gykrrd,https://i.scdn.co/image/ab67616d0000b27304db0c2be4abbe7a085e5675
Essa É Pra Vocês,Falamansa,03pJz5LVFVNSGNHBVREUL0,https://i.scdn.co/image/ab67616d0000b273b9ec563ef5e85bd6dfdcde9a
84 94 - Volume 1,Titãs,7ve69fgxLJKauNa5cGelKV,https://i.scdn.co/image/ab67616d0000b2736dd8efd8b9bddbb39bc99ece
Midnight Groove,Nova Night,4cS4FNN1tFk9sT8avKlsSD,https://i.scdn.co/image/ab67616d0000b273d7c582cf5822ac60f8131e95
choose to do,Vynlsm,0bK9IWuEvpKjnrc3MOqFTy,https://i.scdn.co/image/ab67616d0000b27386e73d906f72620897eada32
The Raga Guide,Hariprasad Chaurasia,,
Follow You Down,Gin Blossoms,2SVPWikKGKTeQqg87ccyKm,https://i.scdn.co/image/ab67616d0000b2739676eca0a9fa4927294ce88c
Let Me Move You,Sabrina Carpenter,3Ytt3q5EhvSCbvCTrVkz11,https://i.scdn.co/image/ab67616d0000b2736c9d6c83a5feac01c75a8c66
Big Energy,Latto,58MbYehGOl5NAOdfWY5aHa,https://i.scdn.co/image/ab67616d0000b273abf934534eacd57586244f46
Punisher,Phoebe Bridgers,6Pp6qGEywDdofgFC1oFbSH,https://i.scdn.co/image/ab67616d0000b273a91b75c9ef65ed8d760ff600
Laid Back,Ghost Beats,2mcTE8vGAokL4i8ytHwNXB,https://i.scdn.co/image/ab67616d0000b273e8047ef4ed9d1fefbf28b2a3
Ibiza Departure 2019 by Crazibiza,Adri Block,,
Who the Hell Is Edgar?,TEYA,0Pc0YjphyuqsZbeHJq7AJ0,https://i.scdn.co/image/ab67616d0000b273b75dd1b7de969ef4e3a497c2
Along Came Jones,Tom Jones,15rjWnMzpMTz2wJ67NzJRR,https://i.scdn.co/image/ab67616d0000b27337c9e9907888dea39387df7c
Es skrienu,Lauris Reiniks,0PYWHS7agfLg632aQca1Cd,https://i.scdn.co/image/ab67616d0000b273373689f6293a56b2581dfde8
143,Seiichi,5y8McXIcyaqMyATfisijqa,https://i.scdn.co/image/ab67616d0000b27330b4ccd31627d2715f6060ff
ドライブが楽しくなる洋楽ヒッツ！70年代 DISCO,Lipps Inc.,,
Rich Soul,Siesta,05ZdLcdabRX0nmXalFrMxY,https://i.scdn.co/image/ab67616d0000b273cb92b33f2d166d0b9a0e78ea
"Tāpēc jau, ka nevar zināt, kāpēc...",Edgars Liepiņš,7uZiaQLKzY2xNRI7tSV7xY,https://i.scdn.co/image/ab67616d0000b273bc783f10e167f6d1fc1c984a
elderflower,the tofu paradigm,4yhxoUYT18HPh40RnXrC6n,https://i.scdn.co/image/ab67616d0000b27332ec27dba8e2d70be6aad64f
Bitcoin,Satoshi Nakamoto,5xTf56Zr75M0MRX19CGKac,https://i.scdn.co/image/ab67616d0000b2735fb3c1ad2946336c45d12abd
Playing Games,Guzimi,5MzQlwh1NtxRXJqDElVn03,https://i.scdn.co/image/ab67616d0000b273b48ee2174e72a711b7c006ee
"Nat ""King"" Cole & Me",Gregory Porter,32neEPsXGNu2uoJuTxirbd,https://i.scdn.co/image/ab67616d0000b273cbced8a880c80ebe3c9fc1ea
La Folie,The Stranglers,3bosyDPGOYmLnwMNhU06Rx,https://i.scdn.co/image/ab67616d0000b273a713f9b06accedba5d963d61
lullabi,dozeoff,0pDSPrCWW6uHGBcfm9G3zS,https://i.scdn.co/image/ab67616d0000b2739f473dd337044bc5a3a1482d
DRIVE,Tiësto,1Pl9ZGXwayXPg5qRVpYo74,https://i.scdn.co/image/ab67616d0000b273cf8c47967e5c6bbc7dca5abb
Atceries Rīgu vasaras naktīs,Laika Suns,0isWOyiNQEpSq8VPrX3Y5w,https://i.scdn.co/image/ab67616d0000b2734f22ebac3ade58c8fbab582b
Where Did You Go (feat. MNEK),Jax Jones,5vSLX6JljaSXuRY2Wqi6xL,https://i.scdn.co/image/ab67616d0000b273490a887b85a95378ea66b41d
Chayanne,Chayanne,51dg2LdYMIVQqCuUBlfQsN,https://i.scdn.co/image/ab67616d0000b273ae6fa77d018a876139391901
Talladega Nights,Grace Belly,5s353SAVboWu2LQy6gHsli,https://i.scdn.co/image/ab67616d0000b2734d6a4276385efd80366455f5
letter to amtis,nightnotes,0IBF3TM8KHfBL1NyK7zVkf,https://i.scdn.co/image/ab67616d0000b273331ec9fbdb9195c0a0e941cb
Habits,Neon Trees,6oZ5iDw1LT25svEK0g5OqT,https://i.scdn.co/image/ab67616d0000b2730f0039968cd918767d3f1488
The Original Motion Picture Soundtrack,Saint Motel,5aAfgCIEc9zBKbwFO6jixe,https://i.scdn.co/image/ab67616d0000b27310120527b23679a5c93c82b2
Blade The Soundtrack,Various Artists,,
Chaos,Josh A,5KjnOAe30O9VQAjb6SfrYt,https://i.scdn.co/image/ab67616d0000b273a76458973ca39c449de1dbd1
Friends,Big Gigantic,68M0UEwzkwcLwJjqWZ3jAq,https://i.scdn.co/image/ab67616d0000b273d51c6db764020f43b85b4b72
3,WILLOW,5cAJxOFxRwXkCihLMQJYtl,https://i.scdn.co/image/ab67616d0000b2732e2e393c5933ec6db7822508
Parachutes,Coldplay,6ZG5lRT77aJ3btmArcykra,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a
Backstreet's Back,Backstreet Boys,,
Oh No,OK Go,1qN6qh1gwgrYTCdSq21gov,https://i.scdn.co/image/ab67616d0000b27371e01645abce04dda00e1c0c
Surp,Wavy Naps,4tdzH69lzNwW84ZArVHH83,https://i.scdn.co/image/ab67616d0000b27354d29a7c063619c97356d165
Sounds Good Feels Good,5 Seconds of Summer,43v9cUsP5K0hvu9iyuAzmZ,https://i.scdn.co/image/ab67616d0000b273a7cb3e00ac2f3a1bf8679fef
Dziesmu Krūze #3,Bet Bet,,
All About That Bass,Meghan Trainor,2Gf7TGoOt6FyRi7p32OzUM,https://i.scdn.co/image/ab67616d0000b273344ff7c990f123679535da32
Asylum,KISS,0WDUDVt1ZYTJX8KPwH3ast,https://i.scdn.co/image/ab67616d0000b273183df21350090014d47e5386
songs i wish i wrote,Okay Alright,2sMyp6DBA5qGuqen6hOkBO,https://i.scdn.co/image/ab67616d0000b27340c5d09015bf07359a945a45
White Noizu,Noizu Deluxe,4f7NGXGk8LEF0XZLHyWrYU,https://i.scdn.co/image/ab67616d0000b2730580f2904c719967c3d1c10b
Honeydew,EBEN,4aIFBYHViYgnKrh3wKXpkA,https://i.scdn.co/image/ab67616d0000b273fae2da349520d3e5185c0835
I Cry When I Laugh,Jess Glynne,2xVeccmEU0zklK4XSKiDCW,https://i.scdn.co/image/ab67616d0000b27339588f221861ee72b40b755c
Hôtel Costes Best of,Pink Martini,,
Falling,AnubissidunA,,
White Noise Basic,Aska Mill,3zctzZ79rSG5GQnq9D6E92,https://i.scdn.co/image/ab67616d0000b27318e6fb4a48be0407ba70c628
Definitely Maybe (Deluxe Edition Remastered),Oasis,,
Dazed & Confused,Ruel,4FFdoMdORifF6Qt3ymDMB8,https://i.scdn.co/image/ab67616d0000b273e283e53690ec01436b11bdf2
White Noise for Tranquility,Limone M,6NFMR5Xo0auZjp4SAtfWS7,https://i.scdn.co/image/ab67616d0000b2736cccce5c4e5d904c79114a5a
Late Night Strings,Nova Night,3rT38k8vf8OyYO5WS3eztd,https://i.scdn.co/image/ab67616d0000b2734e039b34f82dd46487f53fbf
Amor a Primera Vista,Los Ángeles Azules,6FSP9t3yTTFO6hOBkIxOIY,https://i.scdn.co/image/ab67616d0000b273e85d996af92e8295e676f6db
Blissful Haze,mvnitou,05LgZgmyHdZH28Kx5tecuD,https://i.scdn.co/image/ab67616d0000b2734109eee3575de715b7bfeb3b
GOING GHOST!,Lil Taco,,
"Mute City (From ""F-Zero"")",Mykah,4BiFM5sJ8fe0cuNJgLuXz7,https://i.scdn.co/image/ab67616d0000b273a43b6f4891e46c41f293e046
Brown Noise for Relaxation,Julia Sono,1E6F6GgZyFaMDxSXgLVZ7J,https://i.scdn.co/image/ab67616d0000b273e85f63e642649a88e214e63e
center of mass,Far & Beyond,3rGLQVlXpRq8IFjMaszvW5,https://i.scdn.co/image/ab67616d0000b2738a9398ca9ca2aa9ebf944cde
Nectar,CMJ,3rG9KCXyDEb6w2ULRHf6by,https://i.scdn.co/image/ab67616d0000b2733f37324e1b99df3622657ddc
That I Miss You,Vansire,3tE8rkq0T77F2hwjXMzCfF,https://i.scdn.co/image/ab67616d0000b27339a2cc5c8bf2b0c6448b7135
Heart of Glass,Nito-Onna,55oSBWf1IwGvztB6skaqmf,https://i.scdn.co/image/ab67616d0000b273cbf7fe46e49edbbffb5166fb
started in college,Cian Ducrot,3HfPgsV9182o2KraJHNQ83,https://i.scdn.co/image/ab67616d0000b273fa3894aea7c6937604ca26a3
A Arte De Nando Reis,Nando Reis,7FIp4UmfSw1NosDmfuzzwc,https://i.scdn.co/image/ab67616d0000b27336672d747203a9d690e534a7
Gemini Rights,Steve Lacy,3Ks0eeH0GWpY4AU20D5HPD,https://i.scdn.co/image/ab67616d0000b2736938311000a0e494a26986e5
Holistic,Gardentones,4n5O8ElzysPtLQp8rjD1av,https://i.scdn.co/image/ab67616d0000b273fb36fac1ac340f640adae923
Culdesac,Relaxo,4FBdZD6JmI1DUOjHrgIsXs,https://i.scdn.co/image/ab67616d0000b27370b11a6a832bc8581d431848
Sinners (feat. Thomas LaRosa),Ari Abdul,2g9hsnkWRbKARuVIiRwjBl,https://i.scdn.co/image/ab67616d0000b2730924a1f741c9d0a2d8c6cddb
comet me bro,Cherrygroove,4ItDqM2tNlfY5Jv2fnTfUz,https://i.scdn.co/image/ab67616d0000b27358ac40125b2403c7fd687681
The Good Place,Simber,20IVvwtfUaujCUJfP3nqsl,https://i.scdn.co/image/ab67616d0000b273b9e58ac99f226130317a6a30
Raimonda Paula Dziedāšanas Svētki,Viktors Lapčenoks,,
You Suck,Rachel Grae,,
Making Mirrors,Gotye,4G2rJNhsKOE6iHgtUqZ0Ye,https://i.scdn.co/image/ab67616d0000b2738ac5768205ad97df3f4f4c0e
"Girl, Say",Vacation Manor,56xuqlRm2ssGeFIwrsHCJY,https://i.scdn.co/image/ab67616d0000b2732784a601fe7ab79bdf8bfd3e
#ТАМАДА,MiyaGi,4Xoh8vC6eaAlHIR4O6CKpb,https://i.scdn.co/image/ab67616d0000b273fa9d06b4c6eb6dc620e3e04e
Beach Walk,Dani Catalá,7LhOgIZEM7K86rf9suBxiM,https://i.scdn.co/image/ab67616d0000b273e92f95a7c8d21473e5986d33
Porque Te Vas,Jeanette,1qCaXMufzGyuuhkwvl2TYy,https://i.scdn.co/image/ab67616d0000b2735906c0ae73cb3e2e5d004a57
A Song About Love,STAR6IXSE7EN,,
Wicked Game,Busy Reno,5QStmTAD8pp6QZxUD6YXQw,https://i.scdn.co/image/ab67616d0000b27388ff14d52a93cbefe849cef1
Cheese,Stromae,4kEbcH3VT6NYfpv8Wkkk80,https://i.scdn.co/image/ab67616d0000b273ae373174b14e3eac81554402
Blood Harmony,FINNEAS,2b7DunZFOVCs0QgiTI1FJW,https://i.scdn.co/image/ab67616d0000b273500f0405c1d3feb14d62849c
"At Night, Alone.",Mike Posner,6Phl1V5P0sPrWJytXHGFeO,https://i.scdn.co/image/ab67616d0000b2731db27fa11dbafa67857da8f3
Mata Hari,Efendi,2qAJL1ffzMUKu3quKRoMwi,https://i.scdn.co/image/ab67616d0000b273292905809c766a768e4d0113
Solemn,Towerz,2oQ0gGxPjHhQxhw0NBdQNl,https://i.scdn.co/image/ab67616d0000b2732c2ce9f110976e68870332c8
Motels,Royel Otis,59ok1dIXKrSGEuyziyoyfO,https://i.scdn.co/image/ab67616d0000b273dc7cecfa949286c274c31a40
Maturity,C4C,14XOFQfIYhkziYa62UAgVk,https://i.scdn.co/image/ab67616d0000b2734feafb92c506d985110db4eb
neanche anch'io,centomilacarie,5MXqHsstPId7lDStI2rySw,https://i.scdn.co/image/ab67616d0000b2736803a35cda50a79c7a7db6cd
Andromeda,Astrocats,19yw5FapXq0tg4zNkGHpjk,https://i.scdn.co/image/ab67616d0000b2734a0f5a9020ddc5183292483f
RATHER BE,GIVĒON,2OsE2fTGgTPYGzaARFLs8M,https://i.scdn.co/image/ab67616d0000b2733b8d696870a00d8ad0214cbb
Spider-Man: Into the Spider-Verse,Post Malone,,
ottos visa,bomull,5BZ89t6bxwxcPbQAH1FXcE,https://i.scdn.co/image/ab67616d0000b2734c902fb08db1de417636b1ca
"Don't give me problems, give me wine",BabyJake,,
Fanmail,TLC,1CvjjpvqVMoyprsf74bpYW,https://i.scdn.co/image/ab67616d0000b27361ffafd5e31a37336531cf95
Morning Coffee & Slow Start,Henry Lowe,1fv1gsqEW2wfxJENizIocA,https://i.scdn.co/image/ab67616d0000b2731e6ec3f2ee84149c7ad6f05a
exhale,Parelo,1vgT5wE3eAIUspBTq4RgK6,https://i.scdn.co/image/ab67616d0000b2738303edad5000a583e1117506
Be Happy,Reece Miller,2JqNJBpcEMxKjbX3eIyhNd,https://i.scdn.co/image/ab67616d0000b273e9eee8724b4305a320669f19
FRAGILI,Il Tre,3hNEfoTFpxiA1Car8tVdy5,https://i.scdn.co/image/ab67616d0000b273e15c8e94fe145b5655543cba
Almost a loop,Jost Esser,3PmBeAHpRen9C3Qd7fS9NU,https://i.scdn.co/image/ab67616d0000b2736bac2dc8284ec0ab090baf5b
J Boog,J Boog,,
70s 100 Hits,The Jacksons,,
Stuck with U,Ariana Grande,5mUdh6YWnUvf0MfklEk1oi,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86
slumber softly,Harry G's Beats,4cvVPd5xOVXUD1QaWpxIMN,https://i.scdn.co/image/ab67616d0000b2739c4be43ce0ea8ab92e2de34d
E-Lo (feat. Jozzy),Los Unidades,3rq0C0keP4oYI33YBXB9uk,https://i.scdn.co/image/ab67616d0000b27394c4773f0c1a438669c6f959
Best Of,Masterboy,0Fo39GUxNqyGdqg6MbMFb9,https://i.scdn.co/image/ab67616d0000b2734c527f0e19c3c40bd16a65ab
new menu,yeyts.,38pMJfagwN6Hope1Q30J18,https://i.scdn.co/image/ab67616d0000b27397652dcab25d7a8b558ede83
Late Night,Dani Catalá,5ZPE0dkj0QmzVNnW1t0eDt,https://i.scdn.co/image/ab67616d0000b273d9f0d8a195600eeaf0db1c11
The Mop,TisaKorean,2KnaPBL77VO44BxhBzqR6w,https://i.scdn.co/image/ab67616d0000b273fa0e9fdd55f7ca30138407a1
SugarCrash!,ElyOtto,064pDjy5L2sQn0XLJj2wWx,https://i.scdn.co/image/ab67616d0000b27366f688086d483cf5781942e0
Fireball (feat. John Ryan),Pitbull,30gRxZHDWRrAMdnF0TcMSX,https://i.scdn.co/image/ab67616d0000b273ff13ea6975bf87a481b800bf
Thank You,Meghan Trainor,08eweM0IZoZPCCxODbrMoL,https://i.scdn.co/image/ab67616d0000b27362edffdb4d8b52cf89f39db6
Nothing Else Matters,Miley Cyrus,0GxS05LSGHZd8XLravwM6w,https://i.scdn.co/image/ab67616d0000b273ff4bdcee36a5ecfed249168e
Mother Earth,MF Eistee,597P2C9fQj2ytkh2fB8bQ5,https://i.scdn.co/image/ab67616d0000b273abcad64a5408b641392515f7
Atkal jau,rolands če,1706nNOhyI0d7KeigceJzN,https://i.scdn.co/image/ab67616d0000b2732e4c31c8183b0dc33b7c585f
Live in Buenos Aires,Coldplay,19CvkGjYpifkdwgVJSbog2,https://i.scdn.co/image/ab67616d0000b273fe5f1f4d742869a253036971
Therapy,Anne-Marie,4AeowfpQNCScPBpPhnovKM,https://i.scdn.co/image/ab67616d0000b2736c46dd6e21c778948898c2c5
willow,Taylor Swift,77wvNMSdOowJgpJx1kcKqc,https://i.scdn.co/image/ab67616d0000b27373008bd7709ea6419803264f
you broke me first,Our Last Night,2uMR5jsZgtfsIvAAyG8bDf,https://i.scdn.co/image/ab67616d0000b2733b52869b05eb6782d341ada1
The Essential Asha Puthli,Asha Puthli,0HBTcZyQ38Q4KfF9dk8O3p,https://i.scdn.co/image/ab67616d0000b273083759b5ecb6213b11e14870
Lo Que Siento,Cuco,69FOLmptEcKSeN1f60UFDC,https://i.scdn.co/image/ab67616d0000b2738a8cdf8e2a8329c26dca4790
Oh Susie,Secret Service,2MVezbRRXClx8TazgWOMyp,https://i.scdn.co/image/ab67616d0000b273bd49f835091e2664e1216314
What's Love Got to Do with It,Kygo,,
TOO MUCH,The Kid LAROI,7gCggwpSuqUmVzWniLdpKR,https://i.scdn.co/image/ab67616d0000b273f3919788f3b6833dfc114af9
Workout playlist 2020,HEDEGAARD,,
Bloom,Lotus Beats,0tXIIM7OPMIuMFB8MeqrrM,https://i.scdn.co/image/ab67616d0000b27356949ccdc37a386efa634f9c
Sandman Express,Discant Of Venus,2tg3PxwbIdpQW8OQq18yMw,https://i.scdn.co/image/ab67616d0000b273014c9c030c3205638c23e6e0
Simple Mind,Sébastien Tellier,1VdC8gKIZjLSH4ZCQ2gPpD,https://i.scdn.co/image/ab67616d0000b27311e6fd9286e51d6d068f09fa
Under the Pressure,Cotton Candy Boulevard,0IcBcBpR4CTmekyDsdGBp2,https://i.scdn.co/image/ab67616d0000b273211ecf74b5ab6420e73cfe8a
River,Tom Gregory,6IQCulw5pQ0uEq2KqGS9fk,https://i.scdn.co/image/ab67616d0000b273743d11f573024ffb5fdc8bfc
